platform,viewer_id,received_date,event_name
android,KAc9af337f94db4d3287a209a05c595f38,2016-11-07,watched-ad
ios,KI4C0D1FD3449F416392352148A51E45A1,2016-11-08,watched-ad
android,KA50782296f8c44e9f916160134b7151be,2016-11-08,logged-in
ios,KI8D2871DB630F42CB973342FD73B2BC88,2016-11-08,watched-video
ios,KI7D6050F828D849BEB9E2AC3B0D17ED57,2016-11-08,visited-show
ios,KI789FB3022484450498391ACDA5951629,2016-11-08,watched-ad
android,KA40080d10a1ff4728b4192c6d88358b36,2016-11-08,watched-ad
ios,KI50585482C76F478B9E79787F084A55AB,2016-11-08,watched-ad
android,KA1ae69dde823d40fe8a95f927b55b2511,2016-11-08,visited-show
ios,KIB7F97AED7C5E4114AD17A0D38AD54738,2016-11-08,watched-ad
android,KAdcca43b2edcd405ebe55107c88874c68,2016-11-08,logged-in
ios,KIAE8730032E1E464393487AEF49FF1D2C,2016-11-07,watched-ad
android,KAf39726e89a06484fac0175154d7872ef,2016-11-07,watched-ad
ios,KI74478BF0E8DC4CFF894B5D768FD70EAD,2016-11-07,watched-ad
ios,KI4EBDC980A06F415A8CB4FED5E57C06C2,2016-11-07,watched-ad
ios,KI15EED78458B2456C9D3A632B8D0D5433,2016-11-07,watched-ad
ios,KI6339D6D653D4477689EBB1DC080F274F,2016-11-07,watched-ad
ios,KI6CD65CD9923843FF8904CC81675B0A08,2016-11-07,watched-ad
ios,KI8E170485E93344AFA4FC6677AEF23587,2016-11-07,watched-ad
ios,KIA2CCFAA97AC14E7FB110ACB3D3DE5580,2016-11-07,watched-ad
ios,KIE085E34C13D0401F9A7D5EDB14610C1F,2016-11-07,visited-show
ios,KI168BC2AD3BFC4F629FBABA0016C4F745,2016-11-07,watched-video
ios,KI151C3DD130964763BA59A2F24D732B33,2016-11-07,watched-ad
android,KA5fc84a581d7e46fbaf461e6d26c8240f,2016-11-07,watched-ad
ios,KI4B8D100D2DE642FD81F63BF18CCBDE36,2016-11-07,watched-ad
ios,KI168BC2AD3BFC4F629FBABA0016C4F745,2016-11-07,watched-video
ios,KIF20D799D8D40476C95E19CC3B2870332,2016-11-07,watched-ad
android,KAf7bd1ee8d2a340c0a7c5957cd9c581bc,2016-11-07,watched-ad
ios,KI74478BF0E8DC4CFF894B5D768FD70EAD,2016-11-07,watched-video
ios,KI74478BF0E8DC4CFF894B5D768FD70EAD,2016-11-07,visited-show
ios,KIFACF4CF94C584115B5B0B36A38C93E61,2016-11-07,watched-ad
android,KAf891f85f2b4e4ae082a79d8f5db1abe0,2016-11-08,visited-show
ios,KIE663C89CD24A44E09AD3C11EF2EAB92A,2016-11-07,watched-ad
ios,KI8E170485E93344AFA4FC6677AEF23587,2016-11-07,visited-show
ios,KIC25D0B19713C4B3FBD2C43FCDFF06233,2016-11-07,visited-show
android,KA4f06d38ad60d4226949f25d2a8680e91,2016-11-07,visited-show
ios,KIDF40FFCEDB8146A98A102C8AC74DB071,2016-11-07,watched-ad
ios,KIFACF4CF94C584115B5B0B36A38C93E61,2016-11-07,watched-ad
ios,KI173C3EB5752445C8B6A8878A95263CA6,2016-11-08,watched-ad
android,KAc408cc7acbf54ccd96fded0178955aeb,2016-11-08,watched-ad
ios,KI186044D3C56742869E530CE5BFE290EF,2016-11-08,watched-ad
ios,KIB7F97AED7C5E4114AD17A0D38AD54738,2016-11-08,watched-ad
ios,KIBA35BC63020D4C04BDF6D738924A4AA5,2016-11-08,watched-ad
android,KA161514c438a54f40ae93918bc1e9d18c,2016-11-08,visited-show
ios,KIF20D799D8D40476C95E19CC3B2870332,2016-11-08,watched-ad
android,KA87a691b32a084e5bace81c23e0112760,2016-11-08,logged-in
ios,KI88CE1207616843A9B5219156AAF687E7,2016-11-08,watched-ad
ios,KIECAF1846406D428E91B4C60C97FF0453,2016-11-08,watched-ad
ios,KICD4C71FEF6214C27A5E6B9DA2A204C95,2016-11-08,watched-ad
ios,KI10F2986674C2458FAC2B1361800A5666,2016-11-08,watched-video
android,KAa5927b0220c3469b8cdf386910ba7e86,2016-11-08,watched-ad
ios,KIFA9D6C1FD8DE4032B3204681F086EB39,2016-11-09,watched-ad
ios,KIFACF4CF94C584115B5B0B36A38C93E61,2016-11-07,watched-ad
ios,KI4EBDC980A06F415A8CB4FED5E57C06C2,2016-11-07,watched-ad
ios,KI91E08E1037694C7587A3AFD3E09E217B,2016-11-07,watched-video
ios,KIAC75F466A7D84C9E8D427ADFE76FC270,2016-11-07,watched-ad
ios,KI4B8D100D2DE642FD81F63BF18CCBDE36,2016-11-07,watched-ad
ios,KIC1EE22A3401D4F368B1721E1FFD784C3,2016-11-07,watched-ad
ios,KI6CAE9F24F3B64919A911E541642EC2B7,2016-11-07,watched-ad
ios,KI757BD8FA443244FF9343BB5888C83924,2016-11-07,watched-ad
ios,KI471863D54B67443CA8C1F192C801B695,2016-11-07,watched-ad
ios,KI49F6C5C46BE44649AFD8A0C245F95314,2016-11-07,watched-ad
ios,KI151C3DD130964763BA59A2F24D732B33,2016-11-07,watched-ad
ios,KI94E6B93B5A83459EB53794C4F45F9CFE,2016-11-07,visited-show
ios,KIE085E34C13D0401F9A7D5EDB14610C1F,2016-11-07,visited-show
ios,KI757BD8FA443244FF9343BB5888C83924,2016-11-07,watched-ad
ios,KIBAD3830B1DF443B9B066BAFDA5C7BB1F,2016-11-07,watched-ad
ios,KI19C51306DE15494C8C8C3FBE932B8320,2016-11-07,watched-ad
ios,KIC1EE22A3401D4F368B1721E1FFD784C3,2016-11-07,watched-ad
ios,KI186227DBEE3E4336AB9463E10EE181A6,2016-11-07,watched-ad
ios,KI6BA21DFE330E40E4BC6D18D17BBE4746,2016-11-07,visited-show
android,KAfec56ce86336450c9037d7ac11d9420e,2016-11-07,visited-show
ios,KICD4C71FEF6214C27A5E6B9DA2A204C95,2016-11-08,watched-ad
ios,KI7630EEA7F3E24677A20AE520A5A5C71D,2016-11-08,watched-ad
ios,KID05AEE071B294C30BD32170C54A600BB,2016-11-08,watched-ad
ios,KI6CAE9F24F3B64919A911E541642EC2B7,2016-11-08,watched-ad
ios,KIBC8E8A32316C4293BA2170A47F6FD4E9,2016-11-07,watched-ad
android,KA161514c438a54f40ae93918bc1e9d18c,2016-11-08,watched-live
ios,KI88CE1207616843A9B5219156AAF687E7,2016-11-08,visited-show
ios,KIBCEEA4BE470F4D2D8DF344838642B304,2016-11-08,watched-ad
ios,KI36FF799E6398472FBD4D32A929B8CC32,2016-11-08,watched-ad
ios,KI186227DBEE3E4336AB9463E10EE181A6,2016-11-07,watched-ad
ios,KI265A7B531CD545639215BBC2B48B1ADE,2016-11-08,watched-ad
ios,KI87160D92372749AB9E181975FE1638ED,2016-11-08,visited-show
android,KA9fc7ea8182434013aa32b2463e41ba3f,2016-11-08,watched-ad
ios,KIBC928CC375B44AC4A3FB14B7414D5220,2016-11-08,watched-ad
ios,KI485582DB6CD345C789B0A9FE0C911ACC,2016-11-08,watched-ad
android,KAb737d25249d54d9e92fa5b21de07ccfa,2016-11-08,watched-video
android,KA6d2c630ff75e4d518c7c656c15533476,2016-11-08,logged-in
ios,KIB08C38BD7AF84BE98F82EDD12E9FC468,2016-11-08,watched-ad
ios,KI59CACF03BBF24BF886492BB9B74C70CB,2016-11-08,watched-ad
ios,KIBE4B39F8171245BA9A11405B59E6EE11,2016-11-08,watched-ad
ios,KI6C1E956F0F43427E948E53571D00B5F9,2016-11-09,watched-ad
ios,KI6F035D4924B347A3B8BDC0115ACAEF9C,2016-11-09,watched-ad
ios,KIA81CFFD1097E446B80E78B7961F0A15D,2016-11-07,watched-ad
ios,KI4B8D100D2DE642FD81F63BF18CCBDE36,2016-11-07,watched-ad
ios,KI74478BF0E8DC4CFF894B5D768FD70EAD,2016-11-07,watched-ad
ios,KIA2CCFAA97AC14E7FB110ACB3D3DE5580,2016-11-07,watched-ad
ios,KIC1EE22A3401D4F368B1721E1FFD784C3,2016-11-07,watched-ad
ios,KI16129348FE11459D97E4584E713F49E6,2016-11-07,watched-ad
ios,KIC1EE22A3401D4F368B1721E1FFD784C3,2016-11-07,watched-ad
ios,KIBAD3830B1DF443B9B066BAFDA5C7BB1F,2016-11-07,watched-ad
ios,KI8562B404E63C477DB0AF046EBBD85F59,2016-11-07,watched-ad
android,KAaf1fc97a9dc448af8019907569215aa5,2016-11-07,logged-in
ios,KI4EBDC980A06F415A8CB4FED5E57C06C2,2016-11-07,watched-ad
ios,KIFACF4CF94C584115B5B0B36A38C93E61,2016-11-07,watched-ad
ios,KI10F2986674C2458FAC2B1361800A5666,2016-11-07,watched-ad
android,KA0f9f99d04cd9489a91d46c6de81f9a99,2016-11-07,logged-in
ios,KI186227DBEE3E4336AB9463E10EE181A6,2016-11-07,watched-ad
ios,KIE64B84CD466E46AFB737D2E59F7B2DF5,2016-11-07,watched-ad
ios,KI49F6C5C46BE44649AFD8A0C245F95314,2016-11-07,watched-ad
ios,KIF20D799D8D40476C95E19CC3B2870332,2016-11-07,watched-ad
android,KAf15b56d542344da391f26b54b14694c5,2016-11-07,watched-ad
ios,KI8DEF94D1D7AB484B8872BC2632771E00,2016-11-07,watched-ad
ios,KID05AEE071B294C30BD32170C54A600BB,2016-11-08,watched-ad
ios,KI69B8B965655B449BB9CC2CC84072ADD5,2016-11-08,watched-ad
android,KAd78cae716d934c649814d2f9e6941abf,2016-11-07,logged-in
android,KAa8482e9b3e134bd28ca8804256910b82,2016-11-07,watched-video
ios,KI168BC2AD3BFC4F629FBABA0016C4F745,2016-11-07,watched-ad
ios,KID9152844DB4B4CE08B9143C11F411E6C,2016-11-07,watched-ad
ios,KI8E170485E93344AFA4FC6677AEF23587,2016-11-07,watched-ad
ios,KIB08C38BD7AF84BE98F82EDD12E9FC468,2016-11-08,watched-ad
ios,KI84E01576A92A46FC9F828A9DF3DF681B,2016-11-08,visited-show
android,KA3923db89eaef49609a5073828b90970f,2016-11-08,watched-ad
ios,KIB002EDF01D724974A382BDD41A9402EB,2016-11-08,watched-ad
ios,KI0D583B5254CC43D19932791469983A37,2016-11-08,watched-ad
ios,KI87E24D97AA8C4731A37BA50CB3E89D5C,2016-11-08,watched-ad
ios,KIBC928CC375B44AC4A3FB14B7414D5220,2016-11-08,watched-ad
android,KA23b98688c4ce42b58195b7f7038b1975,2016-11-08,watched-ad
ios,KI59CACF03BBF24BF886492BB9B74C70CB,2016-11-08,watched-ad
ios,KI00DDB12E26E8424999AE2AE3D0CC85A4,2016-11-08,watched-ad
android,KAddb3c78273e24419a386fa7045166600,2016-11-08,watched-video
ios,KI59CACF03BBF24BF886492BB9B74C70CB,2016-11-09,watched-ad
ios,KICC9EB5C6E60F4E9C9390904236127F4E,2016-11-08,watched-ad
ios,KI8E170485E93344AFA4FC6677AEF23587,2016-11-09,watched-ad
ios,KI6C1E956F0F43427E948E53571D00B5F9,2016-11-09,watched-ad
ios,KI4B8D100D2DE642FD81F63BF18CCBDE36,2016-11-07,watched-ad
android,KA96e4226fd8b347f9b288cbb5533b94e2,2016-11-07,logged-in
ios,KI4EBDC980A06F415A8CB4FED5E57C06C2,2016-11-07,watched-ad
ios,KIC1EE22A3401D4F368B1721E1FFD784C3,2016-11-07,watched-ad
ios,KI16129348FE11459D97E4584E713F49E6,2016-11-07,watched-ad
ios,KI757BD8FA443244FF9343BB5888C83924,2016-11-07,watched-ad
ios,KI4B8D100D2DE642FD81F63BF18CCBDE36,2016-11-07,watched-ad
ios,KI0AAE7257BEEF4E78961A1F0494D67769,2016-11-07,visited-show
ios,KI4B8D100D2DE642FD81F63BF18CCBDE36,2016-11-07,watched-ad
ios,KI471863D54B67443CA8C1F192C801B695,2016-11-07,watched-ad
ios,KIC1EE22A3401D4F368B1721E1FFD784C3,2016-11-07,watched-ad
ios,KI4EBDC980A06F415A8CB4FED5E57C06C2,2016-11-07,watched-ad
ios,KIFACF4CF94C584115B5B0B36A38C93E61,2016-11-07,watched-ad
ios,KI19C51306DE15494C8C8C3FBE932B8320,2016-11-07,watched-ad
ios,KI8E170485E93344AFA4FC6677AEF23587,2016-11-07,visited-show
ios,KI6CAE9F24F3B64919A911E541642EC2B7,2016-11-07,watched-ad
ios,KID95663B31BB04ACCB17119F9AAEEF4D1,2016-11-07,visited-show
ios,KI89B91C353D944C07BED8FE1B36497481,2016-11-07,watched-ad
ios,KIBAD3830B1DF443B9B066BAFDA5C7BB1F,2016-11-07,watched-ad
ios,KI50D62B67111D46898B08B9186E55F2A0,2016-11-07,watched-ad
ios,KIB7F97AED7C5E4114AD17A0D38AD54738,2016-11-08,watched-ad
ios,KI540F2EC63DF0411FA71640E1518B4CCE,2016-11-08,watched-ad
ios,KI6CAE9F24F3B64919A911E541642EC2B7,2016-11-07,watched-ad
android,KA9bdeaf02dc4840968a275b6d663274f7,2016-11-07,watched-ad
ios,KI0DA40B1C80654BCCB7A09686C5FD8D7A,2016-11-08,watched-ad
ios,KIAE8730032E1E464393487AEF49FF1D2C,2016-11-07,watched-ad
android,KAcfce533b957845ed9f3c2ba1426cf78c,2016-11-08,visited-show
ios,KIBAD3830B1DF443B9B066BAFDA5C7BB1F,2016-11-07,watched-ad
android,KA7e26ad6eb7fd4d4cad673310e2911579,2016-11-08,logged-in
ios,KI7630EEA7F3E24677A20AE520A5A5C71D,2016-11-08,watched-ad
android,KAa4d4585ef2c84a6e893e4abb09232489,2016-11-08,watched-ad
ios,KI6DFB53AE21BD4412A38D381B66255B99,2016-11-08,watched-ad
android,KAa5927b0220c3469b8cdf386910ba7e86,2016-11-08,watched-ad
android,KA622b14d9375747cf99d62308f7d6bee6,2016-11-08,watched-ad
android,KA4a8d23c9b165431fa66afa46e0dc7381,2016-11-08,watched-ad
ios,KI87160D92372749AB9E181975FE1638ED,2016-11-08,watched-ad
ios,KI186044D3C56742869E530CE5BFE290EF,2016-11-08,watched-ad
android,KAbab3f03ce1a64e7083b3005c644445ad,2016-11-08,visited-show
android,KAffdff465d5e34a09966273be3c1496ab,2016-11-08,watched-video
ios,KI186227DBEE3E4336AB9463E10EE181A6,2016-11-09,watched-ad
ios,KICD4C71FEF6214C27A5E6B9DA2A204C95,2016-11-08,watched-ad
ios,KI6C1E956F0F43427E948E53571D00B5F9,2016-11-09,watched-ad
ios,KI561B97FBDBEE41669BE85B3782D6796D,2016-11-09,watched-ad
ios,KI4B8D100D2DE642FD81F63BF18CCBDE36,2016-11-07,watched-ad
ios,KIFACF4CF94C584115B5B0B36A38C93E61,2016-11-07,visited-show
ios,KI6CAE9F24F3B64919A911E541642EC2B7,2016-11-07,watched-ad
android,KA1bd8bc97241a47089dc1fbbaa6e90cd0,2016-11-07,watched-video
android,KA4c39601ce5104db5a8e2056e327a4d5a,2016-11-07,visited-show
ios,KI8E170485E93344AFA4FC6677AEF23587,2016-11-07,watched-ad
android,KA1a19bd0d3390416b94adc98ef46d9fd6,2016-11-07,visited-show
ios,KI151C3DD130964763BA59A2F24D732B33,2016-11-07,watched-video
ios,KI15EED78458B2456C9D3A632B8D0D5433,2016-11-07,watched-ad
android,KA3712f0444c2f4af79bafab642d6e15d4,2016-11-07,visited-show
android,KA0aa7728d81df482294a3dc529f39496a,2016-11-07,watched-video
android,KA1087a616bd01487c8aa9d4abf27ecf59,2016-11-07,watched-ad
ios,KI10F2986674C2458FAC2B1361800A5666,2016-11-07,watched-ad
android,KA6c46add7957a402b82174a8b30b192a9,2016-11-07,visited-show
ios,KIF20D799D8D40476C95E19CC3B2870332,2016-11-07,watched-ad
ios,KI6BA21DFE330E40E4BC6D18D17BBE4746,2016-11-07,watched-ad
android,KAff0eb00fc3dd48a29cae1a14a4d7c0ac,2016-11-07,visited-show
ios,KI7630EEA7F3E24677A20AE520A5A5C71D,2016-11-07,visited-show
ios,KI1A4395E905BF4F00A88AE2F706A08682,2016-11-08,watched-video
ios,KID05AEE071B294C30BD32170C54A600BB,2016-11-08,watched-ad
ios,KI6CD65CD9923843FF8904CC81675B0A08,2016-11-07,visited-show
ios,KICD4C71FEF6214C27A5E6B9DA2A204C95,2016-11-08,watched-ad
ios,KI6CD65CD9923843FF8904CC81675B0A08,2016-11-07,watched-ad
ios,KI87E24D97AA8C4731A37BA50CB3E89D5C,2016-11-08,watched-ad
ios,KI186227DBEE3E4336AB9463E10EE181A6,2016-11-07,watched-ad
ios,KICD4C71FEF6214C27A5E6B9DA2A204C95,2016-11-08,watched-ad
android,KA5eda1349af534fce839a51d0455de289,2016-11-08,watched-ad
android,KA05226ae6e182474dac86de41c9235cea,2016-11-08,visited-show
android,KAd78cae716d934c649814d2f9e6941abf,2016-11-08,watched-ad
android,KA2f7b7ba621df4fe2a5a84e41565c1f09,2016-11-08,watched-live
ios,KIAB0E8FEB1F6446C2861A1A5B0084105B,2016-11-08,watched-ad
ios,KI6CAE9F24F3B64919A911E541642EC2B7,2016-11-08,watched-ad
android,KAd78cae716d934c649814d2f9e6941abf,2016-11-08,visited-show
ios,KI4C0D1FD3449F416392352148A51E45A1,2016-11-08,watched-ad
ios,KI351E3AC3F31B447A8151AC140B68E767,2016-11-08,watched-ad
ios,KI173C3EB5752445C8B6A8878A95263CA6,2016-11-08,watched-ad
android,KAa306198bcb1f4c1fbdc34673b486d025,2016-11-08,watched-ad
ios,KI4A035E366E604783B19AFFE76C7FB003,2016-11-08,watched-ad
android,KA426fff3b29fc4613a604e0dcf40cd3b9,2016-11-08,watched-ad
ios,KIB413B33AA37F46D4A80B0ACBABA2950C,2016-11-09,watched-ad
ios,KI4B8D100D2DE642FD81F63BF18CCBDE36,2016-11-07,watched-ad
android,KA1bd8bc97241a47089dc1fbbaa6e90cd0,2016-11-07,visited-show
android,KA622b14d9375747cf99d62308f7d6bee6,2016-11-07,visited-show
ios,KIC8636AC6DAD3449A8284751FAB7A46AB,2016-11-07,watched-ad
ios,KI8DEF94D1D7AB484B8872BC2632771E00,2016-11-07,watched-ad
android,KAc561aaaf1fbd492aaf622aa43befb748,2016-11-07,logged-in
android,KAb9816d4472694674b63ada4f5fd59d1c,2016-11-07,watched-ad
ios,KIDF40FFCEDB8146A98A102C8AC74DB071,2016-11-07,watched-ad
android,KA73a935d843ba4173afd1771d67b96e2e,2016-11-07,visited-show
ios,KIC1EE22A3401D4F368B1721E1FFD784C3,2016-11-07,watched-ad
ios,KIE64B84CD466E46AFB737D2E59F7B2DF5,2016-11-07,watched-ad
android,KA4f06d38ad60d4226949f25d2a8680e91,2016-11-07,watched-ad
ios,KI91E08E1037694C7587A3AFD3E09E217B,2016-11-07,watched-ad
android,KA886a8b7a8a214253bf02b8488db27f0f,2016-11-07,logged-in
ios,KIF20D799D8D40476C95E19CC3B2870332,2016-11-07,watched-video
android,KA345c2e8cafc44014a2e15a9f0ec59890,2016-11-07,logged-in
ios,KIF20D799D8D40476C95E19CC3B2870332,2016-11-07,watched-ad
android,KAc9af337f94db4d3287a209a05c595f38,2016-11-07,visited-show
ios,KIF20D799D8D40476C95E19CC3B2870332,2016-11-07,watched-ad
ios,KI370742720F29472B8484E877CB68ECF7,2016-11-07,watched-ad
ios,KI87160D92372749AB9E181975FE1638ED,2016-11-08,watched-ad
android,KA0a8a91b895734439a2221fc7ba66ca23,2016-11-07,visited-show
ios,KI6CD65CD9923843FF8904CC81675B0A08,2016-11-07,visited-show
ios,KIFACF4CF94C584115B5B0B36A38C93E61,2016-11-07,watched-ad
ios,KI168BC2AD3BFC4F629FBABA0016C4F745,2016-11-07,watched-ad
ios,KIADD8D7FF5DCE4566A1E0DA9460D023BB,2016-11-07,logged-in
android,KA2b577749d61d438985a1be65433a0134,2016-11-07,visited-show
android,KAf39726e89a06484fac0175154d7872ef,2016-11-07,watched-ad
ios,KI36FF799E6398472FBD4D32A929B8CC32,2016-11-08,watched-ad
ios,KIB002EDF01D724974A382BDD41A9402EB,2016-11-08,watched-ad
android,KA9f02e7f4df204e2e8d6e6cfe40c24312,2016-11-08,watched-ad
ios,KI87160D92372749AB9E181975FE1638ED,2016-11-08,watched-ad
ios,KI64568FDA4BD04CABA3D1E22936743485,2016-11-08,visited-show
android,KAf875bb8255bc4abf8ff291bdc68d30a7,2016-11-08,watched-video
android,KA23f08de200ee4991a64c7a0763dc47cb,2016-11-08,visited-show
android,KA9ad4338b09ef4390ac5cde71d3f53c1f,2016-11-08,visited-show
ios,KI9AC3D3582A0B41BF85080960429B81C3,2016-11-08,watched-ad
android,KA6b0d3b285efe48999af563663ea797df,2016-11-08,watched-ad
ios,KI977F703082404446B0309B6DD97704A3,2016-11-09,watched-ad
ios,KIBA35BC63020D4C04BDF6D738924A4AA5,2016-11-08,watched-ad
ios,KIAE8730032E1E464393487AEF49FF1D2C,2016-11-07,watched-ad
ios,KI49F6C5C46BE44649AFD8A0C245F95314,2016-11-07,visited-show
ios,KI50D62B67111D46898B08B9186E55F2A0,2016-11-07,watched-ad
ios,KIAC75F466A7D84C9E8D427ADFE76FC270,2016-11-07,watched-video
ios,KIA2CCFAA97AC14E7FB110ACB3D3DE5580,2016-11-07,watched-ad
ios,KI4EBDC980A06F415A8CB4FED5E57C06C2,2016-11-07,watched-ad
android,KAf156ff4933344ab8abb5402848264817,2016-11-07,visited-show
ios,KIAE8730032E1E464393487AEF49FF1D2C,2016-11-07,watched-ad
ios,KI8562B404E63C477DB0AF046EBBD85F59,2016-11-07,watched-ad
ios,KI19C51306DE15494C8C8C3FBE932B8320,2016-11-07,watched-ad
ios,KIAC75F466A7D84C9E8D427ADFE76FC270,2016-11-07,watched-ad
ios,KIF70D7A52FAD24BDD966A589EA4578AF2,2016-11-07,watched-ad
ios,KIBE7F9C9C3C4E4E25A218DF0350986111,2016-11-07,watched-ad
ios,KI186227DBEE3E4336AB9463E10EE181A6,2016-11-07,watched-ad
ios,KIDF40FFCEDB8146A98A102C8AC74DB071,2016-11-07,visited-show
ios,KIB7E6CD48B1D0435EA6AA5852464F68BD,2016-11-07,watched-ad
ios,KI6339D6D653D4477689EBB1DC080F274F,2016-11-07,watched-ad
ios,KI6BA21DFE330E40E4BC6D18D17BBE4746,2016-11-07,watched-video
ios,KI6339D6D653D4477689EBB1DC080F274F,2016-11-07,watched-ad
ios,KIF20D799D8D40476C95E19CC3B2870332,2016-11-07,watched-ad
android,KAa4d4585ef2c84a6e893e4abb09232489,2016-11-08,watched-ad
ios,KIF70D7A52FAD24BDD966A589EA4578AF2,2016-11-07,watched-ad
ios,KI7630EEA7F3E24677A20AE520A5A5C71D,2016-11-08,watched-ad
ios,KIE64B84CD466E46AFB737D2E59F7B2DF5,2016-11-07,watched-ad
ios,KIB08C38BD7AF84BE98F82EDD12E9FC468,2016-11-07,watched-video
ios,KI69B8B965655B449BB9CC2CC84072ADD5,2016-11-08,watched-ad
ios,KI14275A4CA38D453BABDCC0F61C1588AA,2016-11-07,watched-video
ios,KI15EED78458B2456C9D3A632B8D0D5433,2016-11-07,watched-ad
ios,KI19C51306DE15494C8C8C3FBE932B8320,2016-11-07,watched-ad
android,KA04bfcac1bfa34d40b9df0f1869aa93b1,2016-11-08,visited-show
ios,KI370742720F29472B8484E877CB68ECF7,2016-11-08,visited-show
android,KA3923db89eaef49609a5073828b90970f,2016-11-08,watched-ad
ios,KI91F1EA57B2DA419AA29CA12D4BAE7AF1,2016-11-08,watched-ad
ios,KI6BA21DFE330E40E4BC6D18D17BBE4746,2016-11-08,watched-video
android,KA161514c438a54f40ae93918bc1e9d18c,2016-11-08,watched-live
ios,KI370742720F29472B8484E877CB68ECF7,2016-11-08,watched-ad
ios,KI50585482C76F478B9E79787F084A55AB,2016-11-08,watched-ad
ios,KICD4C71FEF6214C27A5E6B9DA2A204C95,2016-11-08,watched-ad
ios,KI7D044E43AC3E449C8EF2FAFB308CA01F,2016-11-09,watched-ad
ios,KI386AAA6B0A8F41939594066B0BF9CC86,2016-11-09,watched-ad
android,KA0da9732088da42eaaf620ce368ae5cc1,2016-11-09,watched-ad
ios,KI186227DBEE3E4336AB9463E10EE181A6,2016-11-07,watched-ad
ios,KIBC8E8A32316C4293BA2170A47F6FD4E9,2016-11-07,watched-ad
ios,KIAC75F466A7D84C9E8D427ADFE76FC270,2016-11-07,watched-ad
ios,KIBC8E8A32316C4293BA2170A47F6FD4E9,2016-11-07,watched-ad
ios,KIBE7F9C9C3C4E4E25A218DF0350986111,2016-11-07,visited-show
ios,KIAE8730032E1E464393487AEF49FF1D2C,2016-11-07,watched-ad
ios,KI4B8D100D2DE642FD81F63BF18CCBDE36,2016-11-07,watched-ad
ios,KIBC8E8A32316C4293BA2170A47F6FD4E9,2016-11-07,watched-ad
ios,KI6CAE9F24F3B64919A911E541642EC2B7,2016-11-07,watched-ad
ios,KI6BA21DFE330E40E4BC6D18D17BBE4746,2016-11-07,watched-ad
ios,KI168BC2AD3BFC4F629FBABA0016C4F745,2016-11-07,watched-ad
ios,KIA81CFFD1097E446B80E78B7961F0A15D,2016-11-07,watched-ad
ios,KIF70D7A52FAD24BDD966A589EA4578AF2,2016-11-07,watched-ad
ios,KI394B7CF0D5094C89A57FDB7F58B851B7,2016-11-07,watched-ad
ios,KIC1EE22A3401D4F368B1721E1FFD784C3,2016-11-07,watched-ad
ios,KI91E08E1037694C7587A3AFD3E09E217B,2016-11-07,watched-ad
